hotel_df,City,Country,Max Temp,Lat,Lng,Hotel Name
435,Miahuatlan,MX,69.31400000000004,18.5667,-97.4333,Jardín de Eventos Floresta
436,Monte Patria,CL,64.36400000000003,-30.6919,-70.9467,Hotel Monte Cordillera
439,Antalaha,MG,73.11199999999997,-14.9003,50.2788,Hotel Vitasoa
442,Dakar,SN,70.95199999999997,14.6937,-17.4441,Novotel Dakar
443,Bom Jesus,BR,78.27799999999996,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
444,Salmas,IR,54.33800000000005,38.1973,44.7653,Ata Hotel
445,Hobyo,SO,83.46199999999996,5.3505,48.5268,Iftin hotel hobyo
446,Garowe,SO,77.03599999999997,8.4054,48.4845,Curubo Hotel
447,Buala,SB,85.26199999999996,-8.145,159.5921,Maringe Lagoon Lodge
448,Bloomingdale,US,87.33200000000002,27.8936,-82.2404,Travel Club for Free
449,Poso,ID,76.92799999999997,-1.3959,120.7524,Hotel 77 Poso
450,San Carlos,VE,77.50399999999996,9.6612,-68.5827,Hotel Paternopoli
452,Punto Fijo,VE,80.36600000000001,11.6956,-70.1996,Santa Fe Inn Hotel
453,Ravar,IR,67.80199999999998,31.2656,56.8055,computertik
454,Trento,IT,56.93000000000004,46.0679,11.1211,Hotel Sporting Trento
455,Porto Murtinho,BR,91.38200000000002,-21.6989,-57.8825,Hotel Pantanal
456,Waingapu,ID,76.36999999999996,-9.6567,120.2641,Pondok Wisata Elim
458,Avanigadda,IN,81.59000000000003,16.0215,80.9181,AP Camping
459,Elk Plain,US,58.190000000000026,47.0532,-122.3976,Loveland Mobile Estates
460,Awbari,LY,79.73599999999996,26.5921,12.7805,فندق أوباري
461,Luanda,AO,75.46999999999997,-8.8368,13.2343,EPIC SANA Luanda
462,Tamandare,BR,78.24199999999999,-8.7597,-35.1047,Pousada 100 Passos
463,Warrnambool,AU,62.07799999999996,-38.3833,142.4833,Lady Bay Resort
465,Buin,CL,59.0,-33.7333,-70.75,Paihuen
467,Alofi,NU,80.76199999999996,-19.0595,-169.9187,Taloa Heights
469,Santa Maria,BR,76.56799999999998,-29.6842,-53.8069,Hotel Morotin
470,Gold Coast,AU,70.51999999999995,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
471,Pilar,BR,78.99800000000002,-9.5972,-35.9567,Pousada e churrascaria Manguaba
473,Winnemucca,US,68.32400000000001,40.973,-117.7357,Winners Inn Casino
474,Brigantine,US,53.29399999999997,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
475,Rairangpur,IN,80.63599999999997,22.2676,86.1751,Motu Hotel
